"","Age","Attrition","BusinessTravel","DailyRate","Department","DistanceFromHome","Education","EducationField","EnvironmentSatisfaction","Gender","HourlyRate","JobInvolvement","JobLevel","JobRole","JobSatisfaction","MaritalStatus","MonthlyIncome","MonthlyRate","NumCompaniesWorked","OverTime","PercentSalaryHike","PerformanceRating","RelationshipSatisfaction","StockOptionLevel","TotalWorkingYears","TrainingTimesLastYear","WorkLifeBalance","YearsAtCompany","YearsInCurrentRole","YearsSinceLastPromotion","YearsWithCurrManager"
"1015","Young","No","Travel_Rarely","High (800 - 1199)","Sales","Close-by","Low","Life Sciences","Low","Female","Fairly High ( > 90","Low","Associate","Sales Executive","High","Single","Moderate (4000 - 8999)","Moderate (10000 - 19999)","Low","Yes","Normal","Fair","Low","Low Stock Level","Moderate (5 - 9)","Intensive Training","Good","Senior","Associate","Recently Promoted","Comfomrtable"
"1016","Young","No","Travel_Rarely","Very High ( > 1200","Research & Development","Far","Low","Medical","Low","Female","Moderate (50 - 69)","Moderate","Juniors","Laboratory Technician","High","Married","Low (< 4000)","High ( > 20000)","Low","No","Slightly High","Fair","Low","Moderate Stock Level","High (10 > 19)","Intensive Training","Good","Experts","Experts","Just Promoted","Experienced"
"1017","Adult","No","Travel_Rarely","Moderate (400 - 799)","Sales","Close-by","Moderate","Marketing","Low","Male","Low (< 50)","High","Associate","Sales Executive","Low","Married","Moderate (4000 - 8999)","Moderate (10000 - 19999)","Low","No","Slightly High","Fair","Moderate","Moderate Stock Level","High (10 > 19)","minimal Training","Good","Experts","Senior","Just Promoted","Experienced"
"1018","Adult","No","Travel_Rarely","Very High ( > 1200","Research & Development","Far","Moderate","Medical","High","Female","Low (< 50)","Low","Associate","Healthcare Representative","Low","Single","Moderate (4000 - 8999)","Moderate (10000 - 19999)","Low","No","Slightly High","Fair","Low","Low Stock Level","Moderate (5 - 9)","Intensive Training","Good","Senior","Senior","Pending Promotion","Experienced"
"1019","Young","Yes","Travel_Rarely","Low (< 400)","Research & Development","Very Far","Moderate","Medical","Moderate","Male","Moderate (50 - 69)","Moderate","Juniors","Laboratory Technician","Low","Married","Low (< 4000)","Low (< 10000)","Low","Yes","Slightly High","Fair","Moderate","Higher Stock Level","Just Started ( < 5)","Intensive Training","Good","Junior","Junior","Just Promoted","Newly Appointed"
"1020","Adult","No","Travel_Rarely","Moderate (400 - 799)","Research & Development","Very Far","Low","Medical","High","Female","Fairly High ( > 90","Moderate","Juniors","Research Scientist","Low","Single","Low (< 4000)","Low (< 10000)","Moderate","No","Slightly High","Fair","High","Low Stock Level","Moderate (5 - 9)","Intensive Training","Good","Junior","Junior","Recently Promoted","Comfomrtable"
"1021","Young","No","Travel_Rarely","Low (< 400)","Research & Development","Far","Low","Medical","Low","Male","High (70 - 89)","High","Juniors","Research Scientist","Moderate","Single","Low (< 4000)","Moderate (10000 - 19999)","Low","No","Very High","Fair","High","Low Stock Level","Just Started ( < 5)","Intensive Training","Good","Junior","Junior","Just Promoted","Comfomrtable"
"1022","Adult","No","Travel_Rarely","Very High ( > 1200","Research & Development","Close-by","High","Life Sciences","High","Male","Moderate (50 - 69)","Low","Juniors","Research Scientist","Moderate","Divorced","Low (< 4000)","Low (< 10000)","Moderate","No","Normal","Fair","Moderate","Moderate Stock Level","High (10 > 19)","Intensive Training","Good","Senior","Associate","Pending Promotion","Experienced"
"1023","Adult","No","Travel_Rarely","High (800 - 1199)","Research & Development","Close-by","Low","Life Sciences","High","Male","High (70 - 89)","Moderate","Juniors","Research Scientist","Low","Single","Low (< 4000)","Moderate (10000 - 19999)","Low","No","Slightly High","Fair","High","Low Stock Level","Just Started ( < 5)","minimal Training","Good","Junior","Junior","Just Promoted","Newly Appointed"
"1024","Young","Yes","Travel_Rarely","Moderate (400 - 799)","Sales","Far","Moderate","Life Sciences","Moderate","Male","Fairly High ( > 90","Moderate","Juniors","Sales Representative","High","Divorced","Low (< 4000)","High ( > 20000)","Low","Yes","Very High","High","Low","Moderate Stock Level","Just Started ( < 5)","minimal Training","Good","Junior","Junior","Just Promoted","Comfomrtable"
"1025","Young","No","Travel_Rarely","High (800 - 1199)","Research & Development","Close-by","Moderate","Life Sciences","Low","Male","High (70 - 89)","Low","Juniors","Laboratory Technician","Moderate","Single","Low (< 4000)","Moderate (10000 - 19999)","Low","No","Normal","Fair","Low","Low Stock Level","Just Started ( < 5)","minimal Training","Moderate","Junior","Junior","Recently Promoted","Comfomrtable"
"1026","Adult","No","Travel_Rarely","Low (< 400)","Sales","Far","Low","Life Sciences","Low","Male","Low (< 50)","Moderate","Associate","Sales Executive","High","Divorced","High ( > 9000)","Low (< 10000)","Low","No","Very High","Fair","Low","Moderate Stock Level","High (10 > 19)","Intensive Training","Good","Experts","Senior","Pending Promotion","Experienced"
"1027","Adult","No","Non-Travel","Very High ( > 1200","Research & Development","Close-by","Low","Medical","Low","Male","Moderate (50 - 69)","Low","Juniors","Laboratory Technician","Moderate","Divorced","Low (< 4000)","High ( > 20000)","Low","No","Normal","Fair","Moderate","Higher Stock Level","Just Started ( < 5)","minimal Training","Moderate","Junior","Junior","Just Promoted","Newly Appointed"
"1028","Adult","No","Travel_Frequently","High (800 - 1199)","Sales","Far","Moderate","Marketing","Low","Female","Low (< 50)","Moderate","Associate","Sales Executive","High","Single","Moderate (4000 - 8999)","Moderate (10000 - 19999)","Low","No","Slightly High","Fair","High","Low Stock Level","Moderate (5 - 9)","minimal Training","Good","Senior","Experts","Pending Promotion","Experienced"
"1029","Young","No","Non-Travel","Low (< 400)","Sales","Close-by","Low","Marketing","Moderate","Male","High (70 - 89)","Moderate","Associate","Sales Executive","Low","Married","Moderate (4000 - 8999)","High ( > 20000)","Low","Yes","Slightly High","Fair","High","Moderate Stock Level","Moderate (5 - 9)","minimal Training","Good","Senior","Associate","Recently Promoted","Comfomrtable"
"1030","Adult","No","Travel_Rarely","Low (< 400)","Research & Development","Very Far","Moderate","Medical","Low","Male","High (70 - 89)","Moderate","Associate","Laboratory Technician","Moderate","Married","Moderate (4000 - 8999)","Moderate (10000 - 19999)","Moderate","No","Slightly High","Fair","Low","Higher Stock Level","High (10 > 19)","minimal Training","Good","Senior","Senior","Pending Promotion","Experienced"
"1031","Young","No","Travel_Rarely","Moderate (400 - 799)","Sales","Close-by","High","Marketing","Low","Female","High (70 - 89)","Moderate","Associate","Sales Executive","Low","Married","Moderate (4000 - 8999)","Low (< 10000)","Low","Yes","Very High","High","Low","Low Stock Level","Moderate (5 - 9)","minimal Training","Good","Senior","Senior","Pending Promotion","Comfomrtable"
"1032","Young","No","Travel_Rarely","Very High ( > 1200","Sales","Far","Moderate","Life Sciences","Moderate","Male","High (70 - 89)","Low","Associate","Sales Executive","Moderate","Divorced","Moderate (4000 - 8999)","High ( > 20000)","Low","No","Slightly High","Fair","Moderate","Higher Stock Level","High (10 > 19)","Intensive Training","Good","Experts","Senior","Just Promoted","Comfomrtable"
"1033","Adult","No","Travel_Rarely","Moderate (400 - 799)","Research & Development","Far","High","Medical","Low","Female","Fairly High ( > 90","Moderate","Associate","Manager","Low","Married","High ( > 9000)","High ( > 20000)","Low","Yes","Very High","High","High","Higher Stock Level","Moderate (5 - 9)","minimal Training","Good","Senior","Junior","Just Promoted","Experienced"
"1034","Middle Aged","Yes","Travel_Rarely","Low (< 400)","Research & Development","Very Far","Low","Medical","High","Female","Moderate (50 - 69)","Moderate","Associate","Healthcare Representative","Low","Married","Moderate (4000 - 8999)","Moderate (10000 - 19999)","Moderate","No","Very High","High","High","Moderate Stock Level","High (10 > 19)","minimal Training","Good","Senior","Senior","Pending Promotion","Experienced"
"1035","Adult","No","Travel_Rarely","Very High ( > 1200","Research & Development","Close-by","Low","Medical","High","Female","High (70 - 89)","High","Juniors","Research Scientist","Moderate","Divorced","Low (< 4000)","High ( > 20000)","Low","No","Normal","Fair","High","Higher Stock Level","Moderate (5 - 9)","Intensive Training","Moderate","Senior","Associate","Recently Promoted","Comfomrtable"
"1036","Adult","No","Travel_Frequently","High (800 - 1199)","Research & Development","Close-by","High","Other","Moderate","Female","High (70 - 89)","High","Associate","Healthcare Representative","Low","Married","Moderate (4000 - 8999)","High ( > 20000)","Low","Yes","Slightly High","Fair","Low","Moderate Stock Level","Moderate (5 - 9)","minimal Training","Good","Senior","Senior","Recently Promoted","Comfomrtable"
"1037","Young","No","Travel_Rarely","Low (< 400)","Sales","Far","High","Life Sciences","Low","Male","Fairly High ( > 90","Moderate","Associate","Sales Executive","High","Single","Moderate (4000 - 8999)","High ( > 20000)","Low","No","Slightly High","Fair","High","Low Stock Level","Moderate (5 - 9)","minimal Training","Good","Senior","Senior","Just Promoted","Experienced"
"1038","Adult","No","Travel_Frequently","Moderate (400 - 799)","Research & Development","Close-by","Moderate","Medical","High","Male","Fairly High ( > 90","Low","Associate","Healthcare Representative","Low","Single","Moderate (4000 - 8999)","High ( > 20000)","Low","No","Very High","High","Moderate","Low Stock Level","High (10 > 19)","Intensive Training","Good","Experts","Experts","Pending Promotion","Experienced"
"1039","Young","No","Travel_Rarely","Moderate (400 - 799)","Sales","Far","Moderate","Medical","Moderate","Male","Low (< 50)","Moderate","Associate","Sales Executive","High","Single","Moderate (4000 - 8999)","Low (< 10000)","Low","No","Slightly High","Fair","Low","Low Stock Level","Moderate (5 - 9)","Intensive Training","Good","Senior","Associate","Recently Promoted","Comfomrtable"
"1040","Adult","No","Travel_Rarely","High (800 - 1199)","Research & Development","Far","Low","Medical","Low","Male","Low (< 50)","Low","Associate","Manufacturing Director","Low","Divorced","Moderate (4000 - 8999)","Moderate (10000 - 19999)","Moderate","Yes","Normal","Fair","Moderate","Moderate Stock Level","High (10 > 19)","minimal Training","Good","Junior","Junior","Just Promoted","Comfomrtable"
"1041","Young","Yes","Travel_Rarely","Low (< 400)","Research & Development","Far","High","Other","Low","Male","High (70 - 89)","Low","Juniors","Laboratory Technician","Low","Married","Low (< 4000)","Low (< 10000)","Low","Yes","Normal","Fair","High","Low Stock Level","Moderate (5 - 9)","Intensive Training","Moderate","Senior","Senior","Just Promoted","Experienced"
"1042","Young","Yes","Travel_Rarely","Low (< 400)","Sales","Far","Low","Life Sciences","Low","Male","Moderate (50 - 69)","Low","Juniors","Sales Representative","Low","Married","Moderate (4000 - 8999)","Moderate (10000 - 19999)","Moderate","No","Normal","Fair","Low","Low Stock Level","Moderate (5 - 9)","minimal Training","Good","Junior","Junior","Recently Promoted","Comfomrtable"
"1043","Young","No","Travel_Rarely","Very High ( > 1200","Sales","Far","Low","Marketing","High","Male","Low (< 50)","Moderate","Associate","Sales Executive","High","Divorced","Moderate (4000 - 8999)","Moderate (10000 - 19999)","Moderate","No","Slightly High","Fair","High","Moderate Stock Level","High (10 > 19)","minimal Training","Good","Junior","Junior","Just Promoted","Comfomrtable"
"1044","Adult","No","Travel_Rarely","High (800 - 1199)","Research & Development","Far","Moderate","Medical","Low","Male","Moderate (50 - 69)","Low","Associate","Healthcare Representative","High","Married","Moderate (4000 - 8999)","High ( > 20000)","Moderate","Yes","Slightly High","Fair","Moderate","Moderate Stock Level","High (10 > 19)","minimal Training","Good","Junior","Junior","Recently Promoted","Newly Appointed"
"1045","Adult","No","Travel_Rarely","High (800 - 1199)","Sales","Far","High","Marketing","Low","Female","Fairly High ( > 90","Low","Associate","Sales Executive","High","Married","Moderate (4000 - 8999)","Moderate (10000 - 19999)","Moderate","No","Slightly High","Fair","Low","Moderate Stock Level","Moderate (5 - 9)","minimal Training","Moderate","Senior","Associate","Just Promoted","Newly Appointed"
"1046","Young","No","Travel_Frequently","Very High ( > 1200","Sales","Far","Moderate","Technical Degree","Moderate","Female","High (70 - 89)","Moderate","Juniors","Sales Representative","High","Married","Low (< 4000)","Moderate (10000 - 19999)","Low","No","Slightly High","Fair","Low","Moderate Stock Level","Just Started ( < 5)","Intensive Training","Good","Junior","Junior","Just Promoted","Comfomrtable"
"1047","Adult","No","Travel_Rarely","Very High ( > 1200","Research & Development","Far","High","Other","High","Male","Low (< 50)","Moderate","Associate","Healthcare Representative","High","Married","Moderate (4000 - 8999)","Moderate (10000 - 19999)","Moderate","Yes","Slightly High","Fair","High","Low Stock Level","Moderate (5 - 9)","Intensive Training","Good","Senior","Junior","Recently Promoted","Comfomrtable"
"1048","Adult","No","Travel_Rarely","Very High ( > 1200","Research & Development","Close-by","High","Other","High","Male","Low (< 50)","Moderate","Senior","Manager","High","Married","High ( > 9000)","Low (< 10000)","Moderate","Yes","Normal","Fair","Low","Moderate Stock Level","Very High ( > 20)","minimal Training","Good","Junior","Junior","Just Promoted","Newly Appointed"
"1049","Adult","No","Travel_Rarely","Moderate (400 - 799)","Research & Development","Close-by","Moderate","Medical","Low","Female","Moderate (50 - 69)","High","Juniors","Laboratory Technician","Moderate","Divorced","Low (< 4000)","Moderate (10000 - 19999)","High","No","Normal","Fair","Low","Moderate Stock Level","Just Started ( < 5)","minimal Training","Moderate","Junior","Junior","Recently Promoted","Comfomrtable"
"1050","Adult","No","Travel_Rarely","High (800 - 1199)","Research & Development","Far","Moderate","Medical","Low","Female","High (70 - 89)","Low","Senior","Manager","Moderate","Married","High ( > 9000)","High ( > 20000)","High","No","Slightly High","Fair","High","Low Stock Level","Very High ( > 20)","minimal Training","Good","Experts","Experts","Pending Promotion","Experienced"
"1051","Middle Aged","No","Non-Travel","High (800 - 1199)","Sales","Very Far","Low","Life Sciences","Low","Male","Fairly High ( > 90","Low","Associate","Sales Executive","Low","Single","Moderate (4000 - 8999)","High ( > 20000)","High","No","Slightly High","Fair","Moderate","Low Stock Level","Moderate (5 - 9)","Intensive Training","Good","Junior","Junior","Recently Promoted","Comfomrtable"
